Bank-leitzahl,Bezeichnung,Ort,BIC
41010111,SEB,Hamm,ESSEDE5F410
41040018,Commerzbank,Hamm,COBADEFFXXX
41041000,ZTB der Commerzbank,Hamm,COBADEFFXXX
41050095,Sparkasse Hamm,Hamm,WELADED1HAM
41051605,Stadtsparkasse Werne,Werne,WELADED1WRN
41051845,Sparkasse Bergkamen-Bönen,Bergkamen,WELADED1BGK
41060120,Volksbank Hamm -alt-,Hamm,GENODEM1HMM
41061011,Spar- und Darlehnskasse Bockum-Hövel,Hamm,GENODEM1HBH
41061903,BAG Bankaktiengesellschaft,Hamm,GENODEM1BAG
41062215,Volksbank Bönen,Bönen,GENODEM1BO1
41070024,Deutsche Bank Privat und Geschäftskunden,Hamm,DEUTDEDB410
41070049,Deutsche Bank,Hamm,DEUTDEDE410
41240048,Commerzbank,Beckum,COBADEFFXXX
41250035,Sparkasse Beckum-Wadersloh,Beckum,WELADED1BEK
41260006,Volksbank Beckum -alt-,Beckum,GENODEM1BEK
41261324,Volksbank Enniger-Ostenfelde-Westkirchen,Ennigerloh,GENODEM1EOW
41261419,Volksbank Oelde-Ennigerloh-Neubeckum -alt-,Ennigerloh,GENODEM1OEN
41262501,Volksbank,Warendorf,GENODEM1AHL
41262621,Vereinigte Volksbank Telgte -alt-,Telgte,GENODEM1SDH
41280043,Commerzbank vormals Dresdner Bank,Beckum,DRESDEFF413
41440018,Commerzbank,Soest,COBADEFFXXX
41450075,Sparkasse Soest,Soest,WELADED1SOS
41451750,Sparkasse Werl,Werl,WELADED1WRL
41460116,Volksbank Hellweg,Soest,GENODEM1SOE
41462295,Volksbank Wickede (Ruhr),Wickede (Ruhr),GENODEM1WRU
41650001,Sparkasse Lippstadt,Lippstadt,WELADED1LIP
41651770,Sparkasse Hochsauerland,Brilon,WELADED1HSL
41651815,Sparkasse Erwitte-Anröchte,Erwitte,WELADED1ERW
41651965,Sparkasse Geseke,Geseke,WELADED1GES
41652560,Sparkasse Warstein-Rüthen -alt-,Warstein,WELADED1WAR
41660124,Volksbank Beckum-Lippstadt,Lippstadt,GENODEM1LPS
41661206,Volksbank Anröchte,Anröchte,GENODEM1ANR
41661504,Volksbank Benninghausen -alt-,Lippstadt,GENODEM1LBH
41661719,Volksbank Brilon -alt-,Brilon,GENODEM1BRI
41662465,Volksbank Störmede,Geseke,GENODEM1SGE
41662557,Volksbank Warstein-Belecke -alt-,Warstein,GENODEM1WST
41663335,Volksbank Hörste,Lippstadt,GENODEM1HOE
41670024,Deutsche Bank Privat und Geschäftskunden,Lippstadt,DEUTDEDB416
41670027,Deutsche Bank,Lippstadt,DEUTDE3B416
41670028,Deutsche Bank,Brilon,DEUTDE3B417
41670029,Deutsche Bank,Soest,DEUTDE3B414
41670030,Deutsche Bank,Werl,DEUTDE3B418
42010111,SEB,Gelsenkirchen,ESSEDE5F420
42030600,Isbank Fil Gelsenkirchen,Gelsenkirchen,ISBKDEFXGEL
42040040,Commerzbank,Gelsenkirchen,COBADEFFXXX
42050001,Sparkasse Gelsenkirchen,Gelsenkirchen,WELADED1GEK
42070024,Deutsche Bank Privat und Geschäftskunden,Gelsenkirchen,DEUTDEDB420
42070062,Deutsche Bank,Gelsenkirchen,DEUTDEDE420
42080082,Commerzbank vormals Dresdner Bank,Gelsenkirchen,DRESDEFF420
42260001,Volksbank Ruhr Mitte,Gelsenkirchen,GENODEM1GBU
42450040,Stadtsparkasse Gladbeck,Gladbeck,WELADED1GLA
42451220,Sparkasse Bottrop,Bottrop,WELADED1BOT
42461435,Volksbank Kirchhellen,Bottrop,GENODEM1KIH
42610112,SEB,Recklinghausen,ESSEDE5F426
42640048,Commerzbank,Recklinghausen,COBADEFFXXX
42650150,Sparkasse Vest Recklinghausen,Recklinghausen,WELADED1REK
42651315,Stadtsparkasse Haltern am See,Haltern am See,WELADED1HAT
42661008,Volksbank Marl-Recklinghausen,Marl,GENODEM1MRL
42661330,Volksbank Haltern,Haltern am See,GENODEM1HLT
42661717,Volksbank Waltrop,Waltrop,GENODEM1WLW
42662320,Volksbank Dorsten,Dorsten,GENODEM1DST
42680081,Commerzbank vormals Dresdner Bank,Recklinghausen,DRESDEFF426
42840005,Commerzbank,Bocholt,COBADEFFXXX
42850035,Stadtsparkasse Bocholt,Bocholt,WELADED1BOH
42860003,Volksbank Bocholt,Bocholt,GENODEM1BOH
42861239,Spar- und Darlehnskasse,Reken,GENODEM1RKN
42861387,VR-Bank Westmünsterland,Coesfeld,GENODEM1BOB
42861515,Volksbank Gemen,Borken,GENODEM1BOG
42861608,Volksbank Heiden,Heiden,GENODEM1HEI
42861814,Volksbank Rhede,Rhede,GENODEM1RHD
42862451,Volksbank Raesfeld,Raesfeld,GENODEM1RAE
42870024,Deutsche Bank Privat und Geschäftskunden,Bocholt,DEUTDEDB428
42870077,Deutsche Bank,Bocholt,DEUTDE3B428
43000000,Bundesbank,Bochum,MARKDEF1430
43010111,SEB,Bochum,ESSEDE5F430
43040036,Commerzbank,Bochum,COBADEFFXXX
43050001,Sparkasse Bochum,Bochum,WELADED1BOC
43051040,Sparkasse Hattingen,Hattingen,WELADED1HTG
43060129,Volksbank Bochum Witten,Bochum,GENODEM1BOC
43060967,GLS Gemeinschaftsbank,Bochum,GENODEM1GLS
43070024,Deutsche Bank Privat und Geschäftskunden,Bochum,DEUTDEDB430
43070061,Deutsche Bank,Bochum,DEUTDEDE430
43080083,Commerzbank vormals Dresdner Bank,Bochum,DRESDEFF430
43250030,Herner Sparkasse,Herne,WELADED1HRN
44000000,Bundesbank,Dortmund,MARKDEF1440
44010046,Postbank,Dortmund,PBNKDEFFXXX
44010111,SEB,Dortmund,ESSEDE5F440
44020090,UniCredit Bank - HypoVereinsbank,Dortmund,HYVEDEMM808
44040037,Commerzbank,Dortmund,COBADEFFXXX
44040060,Commerzbank CC,Dortmund,COBADEFFXXX
44040061,Commerzbank CC,Dortmund,COBADEFFXXX
44040085,Commerzbank, Gf Web-K,Dortmund,COBADEFFXXX
44050000,Landesbank Hessen-Thüringen Girozentrale NL. Düsseldorf,Dortmund,WELADE3DXXX
44050199,Sparkasse Dortmund,Dortmund,DORTDE33XXX
44060122,Volksbank Dortmund-Nordwest,Dortmund,GENODEM1DNW
44060604,apoBank,Dortmund,DAAEDED1004
44064406,Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ,Dortmund,GENODED1KDD
44070024,Deutsche Bank Privat und Geschäftskunden,Dortmund,DEUTDEDB440
44070050,Deutsche Bank,Dortmund,DEUTDEDE440
44080050,Commerzbank vormals Dresdner Bank,Dortmund,DRESDEFF440
44080055,Commerzbank vormals Dresdner Bank Zw 55,Dortmund,DRESDEFF446
44080057,Commerzbank vormals Dresdner Bank Gf ZW 57,Dortmund,DRESDEFF447
44080085,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2,Dortmund,DRESDEFFI69
44089320,Commerzbank vormals Dresdner Bank ITGK,Dortmund,DRESDEFFI18
44090920,PSD Bank Dortmund -alt-,Dortmund,GENODEF1P04
44152370,Sparkasse Lünen,Lünen,WELADED1LUN
44152490,Stadtsparkasse Schwerte,Schwerte,WELADED1SWT
44160014,Dortmunder Volksbank,Dortmund,GENODEM1DOR
44340037,Commerzbank,Unna,COBADEFFXXX
44350060,Sparkasse UnnaKamen,Unna,WELADED1UNN
44351380,Sparkasse Kamen -alt-,Kamen,WELADED1KAM
44351740,Sparkasse Fröndenberg,Fröndenberg/Ruhr,WELADED1FRN
44361342,Volksbank Kamen-Werne,Kamen,GENODEM1KWK
44540022,Commerzbank,Iserlohn,COBADEFFXXX
44550045,Sparkasse der Stadt Iserlohn,Iserlohn,WELADED1ISL
44551210,Sparkasse Märkisches Sauerland Hemer-Menden,Hemer,WELADED1HEM
44570004,Deutsche Bank,Iserlohn,DEUTDEDW445
44570024,Deutsche Bank Privat und Geschäftskunden,Iserlohn,DEUTDEDB445
44580070,Commerzbank vormals Dresdner Bank,Iserlohn,DRESDEFF445
44580085,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1,Iserlohn,DRESDEFFI70
44750065,Sparkasse Menden -alt-,Menden (Sauerland),WELADED1MEN
44761312,Mendener Bank,Menden (Sauerland),GENODEM1MEN
44761534,Volksbank im Märkischen Kreis,Lüdenscheid,GENODEM1NRD
45000000,Bundesbank,Hagen,MARKDEF1450
45040042,Commerzbank,Hagen,COBADEFFXXX
45050001,Sparkasse Hagen,Hagen,WELADE3HXXX
45051485,Stadtsparkasse Herdecke,Herdecke,WELADED1HER
45060009,Märkische Bank,Hagen,GENODEM1HGN
45061524,Volksbank Hohenlimburg,Hagen,GENODEM1HLH
45070002,Deutsche Bank,Hagen,DEUTDEDW450
45070024,Deutsche Bank Privat und Geschäftskunden,Hagen,DEUTDEDB450
45080060,Commerzbank vormals Dresdner Bank,Hagen,DRESDEFF450
45240056,Commerzbank,Witten,COBADEFFXXX
45250035,Sparkasse Witten,Witten,WELADED1WTN
45251480,Stadtsparkasse Wetter,Wetter (Ruhr),WELADED1WET
45251515,Stadtsparkasse Sprockhövel,Sprockhövel,SPSHDE31XXX
45260041,Volksbank Witten -alt-,Witten,GENODEM1WTN
45260475,Spar- u Kreditbank d Bundes Fr ev Gemeinden,Witten,GENODEM1BFG
45261547,Volksbank Sprockhövel,Sprockhövel,GENODEM1SPO
45450050,Stadtsparkasse Gevelsberg,Gevelsberg,WELADED1GEV
45451060,Sparkasse Ennepetal-Breckerfeld,Ennepetal,WELADED1ENE
45451555,Städtische Sparkasse zu Schwelm,Schwelm,WELADED1SLM
45660029,Volksbank Altena -alt-,Altena,GENODEM1ALA
45840026,Commerzbank,Lüdenscheid,COBADEFFXXX
45841031,Commerzbank,Plettenberg,COBADEFFXXX
45850005,Sparkasse Lüdenscheid,Lüdenscheid,WELADED1LSD
45851020,Vereinigte Sparkasse im Märkischen Kreis,Plettenberg,WELADED1PLB
45851665,Sparkasse Kierspe-Meinerzhagen,Meinerzhagen,WELADED1KMZ
45860033,Volksbank Lüdenscheid -alt-,Lüdenscheid,GENODEM1LHA
45861434,Volksbank Kierspe,Kierspe,GENODEM1KIE
45861617,Volksbank Meinerzhagen -alt-,Meinerzhagen,GENODEM1MOM
46010111,SEB,Siegen,ESSEDE5F460
46040033,Commerzbank,Siegen,COBADEFFXXX
46050001,Sparkasse Siegen,Siegen,WELADED1SIE
46051240,Sparkasse Burbach-Neunkirchen,Burbach,WELADED1BUB
46051733,Stadtsparkasse Freudenberg -alt-,Freudenberg,WELADED1FRE
46051875,Stadtsparkasse Hilchenbach,Hilchenbach,WELADED1HIL
46052855,Stadtsparkasse Schmallenberg,Schmallenberg,WELADED1SMB
46053480,Sparkasse Wittgenstein,Bad Berleburg,WELADED1BEB
46060040,Volksbank Siegerland,Siegen,GENODEM1SNS
46061724,VR-Bank Freudenberg-Niederfischbach,Freudenberg,GENODEM1FRF
46062817,Volksbank Bigge-Lenne,Schmallenberg,GENODEM1SMA
46063405,Volksbank Wittgenstein,Bad Berleburg,GENODEM1BB1
46070024,Deutsche Bank Privat und Geschäftskunden,Siegen,DEUTDEDB460
46070090,Deutsche Bank,Siegen,DEUTDEDK460
46080010,Commerzbank vormals Dresdner Bank,Siegen,DRESDEFF460
46240016,Commerzbank,Olpe,COBADEFFXXX
46250049,Sparkasse Olpe-Drolshagen-Wenden,Olpe,WELADED1OPE
46251590,Sparkasse Finnentrop,Finnentrop,WELADED1FTR
46251630,Sparkasse Attendorn-Lennestadt-Kirchhundem,Attendorn,WELADED1ALK
46260023,Volksbank Olpe -alt-,Olpe,GENODEM1OLP
46261607,Volksbank Grevenbrück -alt,Lennestadt,GENODEM1GLG
46261822,Volksbank Olpe-Wenden-Drolshagen,Olpe,GENODEM1WDD
46262456,Volksbank Bigge-Lenne -alt-,Lennestadt,GENODEM1HUL
46441003,Commerzbank,Meschede,COBADEFFXXX
46451012,Sparkasse Meschede,Meschede,WELADED1MES
46451250,Sparkasse Bestwig -alt-,Bestwig,WELADED1BST
46461126,Volksbank Sauerland -alt-,Meschede,GENODEM1SRL
46462271,Spar- und Darlehnskasse Oeventrop,Arnsberg,GENODEM1ANO
46464453,Volksbank Reiste-Eslohe,Eslohe (Sauerland),GENODEM1RET
46640018,Commerzbank,Arnsberg,COBADEFFXXX
46650005,Sparkasse Arnsberg-Sundern,Arnsberg,WELADED1ARN
46660022,Volksbank Sauerland,Arnsberg,GENODEM1NEH
46670007,Deutsche Bank,Arnsberg,DEUTDEDW466
46670024,Deutsche Bank Privat und Geschäftskunden,Arnsberg,DEUTDEDB961
47240047,Commerzbank,Paderborn,COBADEFFXXX
47250101,Sparkasse Paderborn -alt-,Paderborn,WELADED1PBN
47251550,Sparkasse Höxter,Brakel,WELADED1HXB
47251740,Stadtsparkasse Delbrück,Delbrück,WELADED1DEL
47260121,Volksbank Paderborn-Höxter-Detmold,Paderborn,DGPBDE3MXXX
47260234,Volksbank Elsen-Wewer-Borchen,Paderborn,GENODEM1EWB
47260307,Bank für Kirche und Caritas,Paderborn,GENODEM1BKC
47261429,Volksbank Haaren -alt-,Bad Wünnenberg,GENODEM1WNH
47261603,Volksbank Brilon-Büren-Salzkotten,Salzkotten,GENODEM1BUS
47262626,Volksbank Westenholz,Delbrück,GENODEM1WDE
47262703,Volksbank Delbrück-Hövelhof,Delbrück,GENODEM1DLB
47263472,Volksbank Westerloh-Westerwiehe -alt-,Delbrück,GENODEM1WWW
47264367,Vereinigte Volksbank,Brakel,GENODEM1STM
47265383,Volksbank Wewelsburg-Ahden,Büren,GENODEM1WAH
47267216,Volksbank Borgentreich -alt-,Borgentreich,GENODEM1BOT
47270024,Deutsche Bank Privat und Geschäftskunden,Paderborn,DEUTDEDB472
47270029,Deutsche Bank,Paderborn,DEUTDE3B472
47460028,Volksbank Warburger Land -alt-,Warburg,GENODEM1WBG
47640051,Commerzbank,Detmold,COBADEFFXXX
47650130,Sparkasse Paderborn-Detmold,Detmold,WELADE3LXXX
47651225,Stadtsparkasse Blomberg,Blomberg,WELADED1BLO
47670023,Deutsche Bank,Detmold,DEUTDE3B476
47670024,Deutsche Bank Privat und Geschäftskunden,Detmold,DEUTDEDB476
47691200,Volksbank Ostlippe,Blomberg,GENODEM1OLB
47840065,Commerzbank,Gütersloh,COBADEFFXXX
47840080,Commerzbank Zw 80,Gütersloh,COBADEFFXXX
47850065,Sparkasse Gütersloh,Gütersloh,WELADED1GTL
47852760,Sparkasse Rietberg,Rietberg,WELADED1RTG
47853355,Stadtsparkasse Versmold,Versmold,WELADED1VSM
47853520,Kreissparkasse Wiedenbrück,Rheda-Wiedenbrück,WELADED1WDB
47860125,Volksbank Bielefeld-Gütersloh,Gütersloh,GENODEM1GTL
47861317,Volksbank im Ostmünsterland,Harsewinkel,GENODEM1CLL
47861518,Volksbank Harsewinkel -alt-,Harsewinkel,GENODEM1HWI
47861806,Volksbank Kaunitz,Verl,GENODEM1VKA
47862261,Volksbank Marienfeld -alt-,Marienfeld,GENODEM1MFD
47862447,Volksbank Rietberg,Rietberg,GENODEM1RNE
47863373,Volksbank Versmold,Versmold,GENODEM1VMD
47880031,Commerzbank vormals Dresdner Bank,Gütersloh,DRESDEFF478
48000000,Bundesbank,Bielefeld,MARKDEF1480
48010111,SEB,Bielefeld,ESSEDE5F480
48020086,UniCredit Bank - HypoVereinsbank,Bielefeld,HYVEDEMM344
48020151,Bankhaus Lampe,Bielefeld,LAMPDEDDXXX
48021900,Bankverein Werther Zw Ndl der VB Paderborn-Höxter-Detmold,Werther (Westf.),DGPBDE3MBVW
48040035,Commerzbank,Bielefeld,COBADEFFXXX
48040060,Commerzbank CC,Bielefeld,COBADEFFXXX
48040061,Commerzbank CC,Bielefeld,COBADEFFXXX
48050161,Sparkasse Bielefeld,Bielefeld,SPBIDE3BXXX
48051580,Kreissparkasse Halle,Halle (Westf.),WELADED1HAW
48060036,Bielefelder Volksbank -alt-,Bielefeld,GENODEM1BIE
48062051,Volksbank Halle/Westf,Halle (Westf.),GENODEM1HLW
48062466,Spar-u Darlehnskasse Schloß Holte-Stukenbrock -alt-,Schloß Holte-Stukenbrock,GENODEM1SHS
48070020,Deutsche Bank,Bielefeld,DEUTDE3BXXX
48070024,Deutsche Bank Privat und Geschäftskunden,Bielefeld,DEUTDEDBBIE
48070040,Deutsche Bank,Gütersloh,DEUTDE3B480
48070042,Deutsche Bank,Harsewinkel,DEUTDE3B484
48070043,Deutsche Bank,Verl,DEUTDE3B489
48070044,Deutsche Bank,Rheda-Wiedenbrück,DEUTDE3B487
48070045,Deutsche Bank,Beckum,DEUTDE3B413
48070050,Deutsche Bank,Herford,DEUTDE3B481
48070052,Deutsche Bank,Bünde,DEUTDE3B492
48080020,Commerzbank vormals Dresdner Bank,Bielefeld,DRESDEFF480
48089350,Commerzbank vormals Dresdner Bank ITGK,Bielefeld,DRESDEFFI19
48250110,Sparkasse Lemgo,Lemgo,WELADED1LEM
48262248,Volksbank Nordlippe -alt-,Extertal,GENODEM1NLE
48291490,Volksbank Bad Salzuflen,Bad Salzuflen,GENODEM1BSU
49040043,Commerzbank,Minden,COBADEFFXXX
49050101,Sparkasse Minden-Lübbecke,Minden,WELADED1MIN
49051065,Stadtsparkasse Rahden,Rahden,WELADED1RHD
49051285,Stadtsparkasse Bad Oeynhausen,Bad Oeynhausen,WELADED1OEH
49051990,Stadtsparkasse Porta Westfalica,Porta Westfalica,WELADED1PWF
49060127,Volksbank Mindener Land,Minden,GENODEM1MPW
49060392,Volksbank Minden,Minden,GENODEM1MND
49061298,Volksbank Bad Oeynhausen -alt-,Bad Oeynhausen,GENODEM1UBO
49061470,Volksbank Stemweder Berg -alt-,Rahden,GENODEM1STR
49061510,Volksbank Eisbergen -alt-,Porta Westfalica,GENODEM1EPW
49070024,Deutsche Bank Privat und Geschäftskunden,Minden,DEUTDEDB490
49070028,Deutsche Bank,Minden,DEUTDE3B490
49080025,Commerzbank vormals Dresdner Bank,Minden,DRESDEFF491
49092650,Volksbank Lübbecker Land,Lübbecke,GENODEM1LUB
49240096,Commerzbank,Bünde,COBADEFFXXX
49262364,Volksbank Schnathorst,Hüllhorst,GENODEM1SNA
49440043,Commerzbank,Herford,COBADEFFXXX
49450120,Sparkasse Herford,Herford,WLAHDE44XXX
49461323,Volksbank Enger-Spenge -alt-,Enger,GENODEM1ESP
49490070,Volksbank Bad Oeynhausen-Herford,Herford,GENODEM1HFV
50000000,Bundesbank,Frankfurt am Main,MARKDEF1500
50010060,Postbank,Frankfurt am Main,PBNKDEFFXXX
50010111,SEB,Frankfurt am Main,ESSEDE5FXXX
50010200,AKBANK,Frankfurt am Main,AKBKDEFFXXX
50010424,Aareal Bank,Frankfurt am Main,AARBDE5W500
50010517,ING-DiBa,Frankfurt am Main,INGDDEFFXXX
50010700,Degussa Bank,Frankfurt am Main,DEGUDEFFXXX
50010900,Bank of America,Frankfurt am Main,BOFADEFXXXX
50010910,Bank of America, Filiale Frankfurt,Frankfurt am Main,BOFADEFXVAM
50012800,ALTE LEIPZIGER Bauspar,Oberursel (Taunus),ALTEDEFAXXX
50020000,Sberbank Europe Zndl Deutschland,Frankfurt am Main,SEZDDEF1XXX
50020200,BHF-BANK,Frankfurt am Main,BHFBDEFF500
50020300,Bremer Kreditbank,Bremen,BANVDEHB500
50020400,KfW Kreditanstalt für Wiederaufbau Frankfurt,Frankfurt am Main,KFWIDEFFXXX
50020500,Landwirtschaftliche Rentenbank,Frankfurt am Main,LAREDEFFXXX
50020700,Credit Europe Bank Ndl. Deutschland,Frankfurt am Main,FBHLDEFFXXX
50020800,Intesa Sanpaolo Frankfurt,Frankfurt am Main,BCITDEFFXXX
50021000,ING Bank,Frankfurt am Main,INGBDEFFXXX
50021100,FIL Fondsbank,Frankfurt am Main,FFBKDEFFKRN
50021120,FIL Fondsbank,Kronberg im Taunus,FFBKDEFFTHK
50023400,Bank of Beirut Ndl Frankfurt,Frankfurt am Main,BABEDEFFXXX
50025000,Opel Bank,Rüsselsheim am Main,GMGGDE51XXX
50030000,Banque PSA Finance Deutschland,Neu-Isenburg,PSADDEF1XXX
50030010,Banque PSA Finance Niederlassung Deutschland,Neu-Isenburg,BPNDDE52XXX
50030100,HKB Bank Frankfurt,Frankfurt am Main,HKBBDEF1FRA
50030500,BNP PARIBAS Securities Services,Frankfurt am Main,PARBDEFFXXX
50030600,Deutsche WertpapierService Bank,Frankfurt am Main,DWPBDEFFXXX
50030700,DenizBank (Wien) Zw Frankfurt,Frankfurt am Main,ESBKDEFFXXX
50031000,Triodos Bank Deutschland,Frankfurt am Main,TRODDEF1XXX
50033300,Santander Consumer Bank,Frankfurt am Main,SCFBDE33XXX
50038800,Agricultural Bank of China, Frankfurt Branch,Frankfurt am Main,ABOCDEFFXXX
50040000,Commerzbank,Frankfurt am Main,COBADEFFXXX
50040005,Commerzbank, Filiale Frankfurt 2,Frankfurt am Main,COBADEFFXXX
50040033,Commerzbank Gf BRS,Frankfurt am Main,COBADEF1BRS
50040038,Commerzbank, MBP,Frankfurt am Main,COBADEFFXXX
50040040,Commerzbank Gf ZRK,Frankfurt am Main,COBADEFFXXX
50040048,Commerzbank GF-F48,Frankfurt am Main,COBADEFFXXX
50040050,Commerzbank, CC SP,Frankfurt am Main,COBADEFFXXX
50040051,Commerzbank Center Dresdner Bank Frankfurt,Frankfurt am Main,COBADEFFXXX
50040052,Commerzbank Service - BZ Frankfurt,Frankfurt am Main,COBADEFFXXX
50040060,Commerzbank Gf 460,Frankfurt am Main,COBADEFFXXX
50040061,Commerzbank Gf 461,Frankfurt am Main,COBADEFFXXX
50040062,Commerzbank CC,Frankfurt am Main,COBADEFFXXX
50040063,Commerzbank CC,Frankfurt am Main,COBADEFFXXX
50040075,Commerzbank Gf ZCM,Frankfurt am Main,COBADEFFXXX
50040084,Commerzbank, GF Web-K CMTS2,Frankfurt am Main,COBADEFFXXX
50040085,Commerzbank, Gf Web-K,Frankfurt am Main,COBADEFFXXX
50040086,Commerzbank, GF Web-K CMTS,Frankfurt am Main,COBADEFFXXX
50040087,Commerzbank, Gf Web-K CMTS3,Frankfurt am Main,COBADEFFXXX
50040088,Commerzbank, INT 1,Frankfurt am Main,COBADEFFXXX
50040099,Commerzbank INT,Frankfurt am Main,COBADEFFXXX
50042500,Commerzbank Zw 425 - keine Auslandsbanken,Frankfurt am Main,COBADEFFXXX
50044444,Commerzbank Vermögensverwaltung,Frankfurt am Main,COBADEFFXXX
50047010,Commerzbank Service - BZ,Frankfurt am Main,COBADEFFXXX
50050000,Landesbank Hessen-Thür Girozentrale,Frankfurt am Main,HELADEFFXXX
50050201,Frankfurter Sparkasse,Frankfurt am Main,HELADEF1822
50050222,Frankfurter Sparkasse GF 1822direkt,Frankfurt am Main,HELADEF1822
50050999,DekaBank Frankfurt,Frankfurt am Main,DGZFDEFFXXX
50060000,DZ Bank,Frankfurt am Main,GENODE55XXX
50060400,DZ BANK,Frankfurt am Main,GENODEFFXXX
50060411,First Cash DZ BANK Frankfurt,Frankfurt am Main,GENODEF1FCS
50060412,DZ BANK Gf vK,Frankfurt am Main,GENODEF1VK1
50060413,DZ BANK Gf VK 2,Frankfurt am Main,GENODEF1VK2
50060414,DZ BANK Gf VK 3,Frankfurt am Main,GENODEF1VK3
50060474,DZ BANK, Deutsche Zentral-Genossenschaftsbank,Frankfurt am Main,GENODEFFBRO
50061741,Raiffeisenbank Oberursel,Oberursel (Taunus),GENODE51OBU
50069126,Raiffeisenbank Alzey-Land,Bornheim,GENODE51ABO
50069146,Volksbank Grebenhain,Grebenhain,GENODE51GRC
50069187,Volksbank Egelsbach -alt-,Egelsbach,GENODE51EGE
50069241,Raiffeisenkasse Erbes-Büdesheim und Umgebung,Erbes-Büdesheim,GENODE51ERB
50069345,Raiffeisenbank,Grävenwiesbach,GENODE51GWB
50069455,Hüttenberger Bank,Hüttenberg,GENODE51HUT
50069477,Raiffeisenbank Kirtorf,Kirtorf,GENODE51KIF
50069693,Raiffeisenbank Bad Homburg Ndl d FrankfurterVB,Bad Homburg,GENODE51BH1
50069842,Raiffeisen Volksbank,Schwabenheim an der Selz,GENODE51SWB
50069976,Volksbank Wißmar,Wettenberg,GENODE51WWI
50070010,Deutsche Bank Filiale,Frankfurt am Main,DEUTDEFFXXX
50070024,Deutsche Bank Privat und Geschäftskunden,Frankfurt am Main,DEUTDEDBFRA
50073019,Deutsche Bank,Rüsselsheim am Main,DEUTDEFF502
50073024,Deutsche Bank Privat und Geschäftskunden,Rüsselsheim am Main,DEUTDEDB502
50073081,Deutsche Bank Europe,Frankfurt am Main,DEUTDE5XXXX
50080000,Commerzbank vormals Dresdner Bank,Frankfurt am Main,DRESDEFFXXX
50080015,Commerzbank vormals Dresdner Bank Zw 15,Frankfurt am Main,DRESDEFFI39
50080025,Commerzbank vormals Dresdner Bank Zw 25,Frankfurt am Main,DRESDEFFXXX
50080035,Commerzbank vormals Dresdner Bank Zw 35,Frankfurt am Main,DRESDEFFI40
50080055,Commerzbank vormals Dresdner Bank Zw 55,Frankfurt am Main,DRESDEFF516
50080057,Commerzbank vormals Dresdner Bank Gf ZW 57,Frankfurt am Main,DRESDEFF522
50080060,Commerzbank vormals Dresdner Bank Gf DrKW,Frankfurt am Main,DRESDEFFXXX
50080061,Commerzbank vormals Dresdner Bank Gf DrKWSL,Frankfurt am Main,DRESDEFFLDG
50080077,Commerzbank, GF Wüstenrot BSPK,Bad Vilbel,DRESDEFFBSP
50080079,Commerzbank vormals Dresdner Bank ESOP,Frankfurt am Main,DRESDEFFXXX
50080080,Commerzbank vormals Dresdner Bank Bs 80,Frankfurt am Main,DRESDEFFI41
50080082,Commerzbank vormals Dresdner Bank Gf AVB,Frankfurt am Main,DRESDEFFAVB
50080086,Commerzbank vormals Dresdner Bank ITGK 3,Frankfurt am Main,DRESDEFFI49
50080087,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4,Frankfurt am Main,DRESDEFFJ08
50080088,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5,Frankfurt am Main,DRESDEFFJ09
50080089,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6,Frankfurt am Main,DRESDEFFJ10
50080091,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7,Frankfurt am Main,DRESDEFFJ11
50080092,Commerzbank vormals Dresdner Bank Finance and Controlling,Frankfurt am Main,DRESDEFFFCO
50080099,Commerzbank vormals Dresdner Bank Zw 99,Frankfurt am Main,DRESDEFFI42
50080300,Commerzbank vormals Dresdner Bank Private Banking Inland,Frankfurt am Main,DRESDEFF500
50083007,Commerzbank vormals Dresdner Bank,Rüsselsheim am Main,DRESDEFF502
50083838,Commerzbank vormals Dresdner Bank in Frankfurt MBP,Frankfurt am Main,DRESDEFFMBP
50089400,Commerzbank vormals Dresdner Bank ITGK,Frankfurt am Main,DRESDEFFI01
50090200,VR DISKONTBANK,Eschborn,VRDIDEFFXXX
50090500,Sparda-Bank Hessen,Frankfurt am Main,GENODEF1S12
50090607,apoBank,Frankfurt am Main,DAAEDED1007
50090900,PSD Bank Hessen-Thüringen,Eschborn,GENODEF1P06
50092100,Spar- u Kreditbank ev-freikirchl Gemeinden,Bad Homburg,GENODE51BH2
50092200,Volksbank Main-Taunus -alt-,Kelkheim (Taunus),GENODE51KEL
50092900,Volksbank Usinger Land Ndl d Frankfurter VB,Usingen,GENODE51USI
50093000,Rüsselsheimer Volksbank,Rüsselsheim am Main,GENODE51RUS
50093010,Rüsselsheimer Volksbank GAA,Rüsselsheim am Main,GENODE51GAA
50093400,Volksbank Kelsterbach Ndl d Frankfurter VB,Kelsterbach,GENODE51KBH
50110200,Industrial and Commercial Bank of China,Frankfurt am Main,ICBKDEFFXXX
50110300,DVB Bank,Frankfurt am Main,DVKBDEFFXXX
